"COUNTY","YEAR","WATER_SYSTEM_NUMBER","VIOLATION_TYPE_NAME","REGULATING_AGENCY","VIOL_MONTH","WaterSystemName","FederalWaterSystemType","StateWaterSystemType","WaterSystemStatus","OwnerType","PrimaryWaterSourceType","ResidentialPopulation","NonTransientPopulation","TransientPopulation","TotalPopulation","SC_Agricultural","SC_Combined","SC_Commercial","SC_Institutional","SC_Residential","SC_Total","FeeCodeDescription","SNSVVisitDate","CITY","TreatmentPlantClass","DistributionSystemClass","Kids","Teen","Senior","Adult1","Adult2"
"STANISLAUS",2018,"CA5010019","STATE PRIMARY MCL VIOL - NOT CR6","DISTRICT 10 - STOCKTON",4,"TURLOCK, CITY OF","Community","Community","ACTIVE","Local","Groundwater",72050,0,0,72050,NA,18497,0,0,0,18497,"Large Water System","8/6/2015","TURLOCK","#N/A","Distribution Operator Level 4",88073,87179,44582,83096,255578
"STANISLAUS",2018,"CA5010028","STATE PRIMARY MCL VIOL - NOT CR6","DISTRICT 10 - STOCKTON",1,"CERES, CITY OF","Community","Community","ACTIVE","Local","Groundwater",47639,0,0,47639,NA,11297,0,0,0,11297,"Large Water System","4/5/2017","CERES","Treatment Operator Level 2","Distribution Operator Level 3",88073,87179,44582,83096,255578
"TEHAMA",2012,"CA5200550","MCL,  AVERAGE","LPA82 - TEHAMA COUNTY",10,"NEW ORCHARD MOBILE HOME PARK LLC","Community","Community","ACTIVE","Private","Groundwater",125,0,0,125,NA,50,0,0,0,50,"Small Community","2/16/2017","LOS MOLINOS","#N/A","Distribution Operator Level 1",9426,9169,6703,7349,31064
"TEHAMA",2012,"CA5210003","MCL,  AVERAGE","DISTRICT 21 - VALLEY",1,"LOS MOLINOS COMM. SERVICES DIST.","Community","Community","ACTIVE","Private","Groundwater",1500,0,0,1500,NA,352,0,0,0,352,"Small Community","8/20/2015","LOS MOLINOS","#N/A","Distribution Operator Level 2",9426,9169,6703,7349,31064
"TEHAMA",2012,"CA5210003","MCL,  AVERAGE","DISTRICT 21 - VALLEY",4,"LOS MOLINOS COMM. SERVICES DIST.","Community","Community","ACTIVE","Private","Groundwater",1500,0,0,1500,NA,352,0,0,0,352,"Small Community","8/20/2015","LOS MOLINOS","#N/A","Distribution Operator Level 2",9426,9169,6703,7349,31064
"TEHAMA",2012,"CA5210003","MCL,  AVERAGE","DISTRICT 21 - VALLEY",7,"LOS MOLINOS COMM. SERVICES DIST.","Community","Community","ACTIVE","Private","Groundwater",1500,0,0,1500,NA,352,0,0,0,352,"Small Community","8/20/2015","LOS MOLINOS","#N/A","Distribution Operator Level 2",9426,9169,6703,7349,31064
"TEHAMA",2012,"CA5210003","MCL,  AVERAGE","DISTRICT 21 - VALLEY",10,"LOS MOLINOS COMM. SERVICES DIST.","Community","Community","ACTIVE","Private","Groundwater",1500,0,0,1500,NA,352,0,0,0,352,"Small Community","8/20/2015","LOS MOLINOS","#N/A","Distribution Operator Level 2",9426,9169,6703,7349,31064
"TEHAMA",2013,"CA5200550","MCL,  AVERAGE","LPA82 - TEHAMA COUNTY",1,"NEW ORCHARD MOBILE HOME PARK LLC","Community","Community","ACTIVE","Private","Groundwater",125,0,0,125,NA,50,0,0,0,50,"Small Community","2/16/2017","LOS MOLINOS","#N/A","Distribution Operator Level 1",9421,9092,6835,7477,30906
"TEHAMA",2013,"CA5200550","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",4,"NEW ORCHARD MOBILE HOME PARK LLC","Community","Community","ACTIVE","Private","Groundwater",125,0,0,125,NA,50,0,0,0,50,"Small Community","2/16/2017","LOS MOLINOS","#N/A","Distribution Operator Level 1",9421,9092,6835,7477,30906
"TEHAMA",2013,"CA5200550","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",7,"NEW ORCHARD MOBILE HOME PARK LLC","Community","Community","ACTIVE","Private","Groundwater",125,0,0,125,NA,50,0,0,0,50,"Small Community","2/16/2017","LOS MOLINOS","#N/A","Distribution Operator Level 1",9421,9092,6835,7477,30906
"TEHAMA",2013,"CA5200550","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",10,"NEW ORCHARD MOBILE HOME PARK LLC","Community","Community","ACTIVE","Private","Groundwater",125,0,0,125,NA,50,0,0,0,50,"Small Community","2/16/2017","LOS MOLINOS","#N/A","Distribution Operator Level 1",9421,9092,6835,7477,30906
"TEHAMA",2013,"CA5201137","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",4,"MILLSTREAM MOBILE HOME PARK","Community","Community","ACTIVE","Private","Groundwater",80,0,0,80,NA,53,0,0,0,53,"Small Community","10/28/2015","LOS MOLINOS","#N/A","Distribution Operator Level 1",9421,9092,6835,7477,30906
"TEHAMA",2013,"CA5201137","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",1,"MILLSTREAM MOBILE HOME PARK","Community","Community","ACTIVE","Private","Groundwater",80,0,0,80,NA,53,0,0,0,53,"Small Community","10/28/2015","LOS MOLINOS","#N/A","Distribution Operator Level 1",9421,9092,6835,7477,30906
"TEHAMA",2013,"CA5201137","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",10,"MILLSTREAM MOBILE HOME PARK","Community","Community","ACTIVE","Private","Groundwater",80,0,0,80,NA,53,0,0,0,53,"Small Community","10/28/2015","LOS MOLINOS","#N/A","Distribution Operator Level 1",9421,9092,6835,7477,30906
"TEHAMA",2013,"CA5201137","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",7,"MILLSTREAM MOBILE HOME PARK","Community","Community","ACTIVE","Private","Groundwater",80,0,0,80,NA,53,0,0,0,53,"Small Community","10/28/2015","LOS MOLINOS","#N/A","Distribution Operator Level 1",9421,9092,6835,7477,30906
"TEHAMA",2013,"CA5210003","MCL,  AVERAGE","DISTRICT 21 - VALLEY",4,"LOS MOLINOS COMM. SERVICES DIST.","Community","Community","ACTIVE","Private","Groundwater",1500,0,0,1500,NA,352,0,0,0,352,"Small Community","8/20/2015","LOS MOLINOS","#N/A","Distribution Operator Level 2",9421,9092,6835,7477,30906
"TEHAMA",2013,"CA5210003","MCL,  AVERAGE","DISTRICT 21 - VALLEY",7,"LOS MOLINOS COMM. SERVICES DIST.","Community","Community","ACTIVE","Private","Groundwater",1500,0,0,1500,NA,352,0,0,0,352,"Small Community","8/20/2015","LOS MOLINOS","#N/A","Distribution Operator Level 2",9421,9092,6835,7477,30906
"TEHAMA",2013,"CA5210003","MCL,  AVERAGE","DISTRICT 21 - VALLEY",10,"LOS MOLINOS COMM. SERVICES DIST.","Community","Community","ACTIVE","Private","Groundwater",1500,0,0,1500,NA,352,0,0,0,352,"Small Community","8/20/2015","LOS MOLINOS","#N/A","Distribution Operator Level 2",9421,9092,6835,7477,30906
"TEHAMA",2013,"CA5210003","MCL,  AVERAGE","DISTRICT 21 - VALLEY",1,"LOS MOLINOS COMM. SERVICES DIST.","Community","Community","ACTIVE","Private","Groundwater",1500,0,0,1500,NA,352,0,0,0,352,"Small Community","8/20/2015","LOS MOLINOS","#N/A","Distribution Operator Level 2",9421,9092,6835,7477,30906
"TEHAMA",2014,"CA5200550","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",1,"NEW ORCHARD MOBILE HOME PARK LLC","Community","Community","ACTIVE","Private","Groundwater",125,0,0,125,NA,50,0,0,0,50,"Small Community","2/16/2017","LOS MOLINOS","#N/A","Distribution Operator Level 1",9467,8920,6984,7781,30693
"TEHAMA",2014,"CA5200550","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",4,"NEW ORCHARD MOBILE HOME PARK LLC","Community","Community","ACTIVE","Private","Groundwater",125,0,0,125,NA,50,0,0,0,50,"Small Community","2/16/2017","LOS MOLINOS","#N/A","Distribution Operator Level 1",9467,8920,6984,7781,30693
"TEHAMA",2014,"CA5201137","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",1,"MILLSTREAM MOBILE HOME PARK","Community","Community","ACTIVE","Private","Groundwater",80,0,0,80,NA,53,0,0,0,53,"Small Community","10/28/2015","LOS MOLINOS","#N/A","Distribution Operator Level 1",9467,8920,6984,7781,30693
"TEHAMA",2014,"CA5201137","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",4,"MILLSTREAM MOBILE HOME PARK","Community","Community","ACTIVE","Private","Groundwater",80,0,0,80,NA,53,0,0,0,53,"Small Community","10/28/2015","LOS MOLINOS","#N/A","Distribution Operator Level 1",9467,8920,6984,7781,30693
"TEHAMA",2014,"CA5210003","MCL,  AVERAGE","DISTRICT 21 - VALLEY",1,"LOS MOLINOS COMM. SERVICES DIST.","Community","Community","ACTIVE","Private","Groundwater",1500,0,0,1500,NA,352,0,0,0,352,"Small Community","8/20/2015","LOS MOLINOS","#N/A","Distribution Operator Level 2",9467,8920,6984,7781,30693
"TEHAMA",2014,"CA5210003","MCL, SINGLE SAMPLE","DISTRICT 21 - VALLEY",4,"LOS MOLINOS COMM. SERVICES DIST.","Community","Community","ACTIVE","Private","Groundwater",1500,0,0,1500,NA,352,0,0,0,352,"Small Community","8/20/2015","LOS MOLINOS","#N/A","Distribution Operator Level 2",9467,8920,6984,7781,30693
"TEHAMA",2014,"CA5210003","MCL, SINGLE SAMPLE","DISTRICT 21 - VALLEY",7,"LOS MOLINOS COMM. SERVICES DIST.","Community","Community","ACTIVE","Private","Groundwater",1500,0,0,1500,NA,352,0,0,0,352,"Small Community","8/20/2015","LOS MOLINOS","#N/A","Distribution Operator Level 2",9467,8920,6984,7781,30693
"TEHAMA",2014,"CA5210003","MCL,  AVERAGE","DISTRICT 21 - VALLEY",10,"LOS MOLINOS COMM. SERVICES DIST.","Community","Community","ACTIVE","Private","Groundwater",1500,0,0,1500,NA,352,0,0,0,352,"Small Community","8/20/2015","LOS MOLINOS","#N/A","Distribution Operator Level 2",9467,8920,6984,7781,30693
"TEHAMA",2015,"CA5200550","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",4,"NEW ORCHARD MOBILE HOME PARK LLC","Community","Community","ACTIVE","Private","Groundwater",125,0,0,125,NA,50,0,0,0,50,"Small Community","2/16/2017","LOS MOLINOS","#N/A","Distribution Operator Level 1",9428,8797,7182,8051,30512
"TEHAMA",2015,"CA5200550","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",1,"NEW ORCHARD MOBILE HOME PARK LLC","Community","Community","ACTIVE","Private","Groundwater",125,0,0,125,NA,50,0,0,0,50,"Small Community","2/16/2017","LOS MOLINOS","#N/A","Distribution Operator Level 1",9428,8797,7182,8051,30512
"TEHAMA",2015,"CA5200550","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",7,"NEW ORCHARD MOBILE HOME PARK LLC","Community","Community","ACTIVE","Private","Groundwater",125,0,0,125,NA,50,0,0,0,50,"Small Community","2/16/2017","LOS MOLINOS","#N/A","Distribution Operator Level 1",9428,8797,7182,8051,30512
"TEHAMA",2015,"CA5201137","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",1,"MILLSTREAM MOBILE HOME PARK","Community","Community","ACTIVE","Private","Groundwater",80,0,0,80,NA,53,0,0,0,53,"Small Community","10/28/2015","LOS MOLINOS","#N/A","Distribution Operator Level 1",9428,8797,7182,8051,30512
"TEHAMA",2015,"CA5201137","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",4,"MILLSTREAM MOBILE HOME PARK","Community","Community","ACTIVE","Private","Groundwater",80,0,0,80,NA,53,0,0,0,53,"Small Community","10/28/2015","LOS MOLINOS","#N/A","Distribution Operator Level 1",9428,8797,7182,8051,30512
"TEHAMA",2015,"CA5201137","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",7,"MILLSTREAM MOBILE HOME PARK","Community","Community","ACTIVE","Private","Groundwater",80,0,0,80,NA,53,0,0,0,53,"Small Community","10/28/2015","LOS MOLINOS","#N/A","Distribution Operator Level 1",9428,8797,7182,8051,30512
"TEHAMA",2015,"CA5210003","MCL,  AVERAGE","DISTRICT 21 - VALLEY",4,"LOS MOLINOS COMM. SERVICES DIST.","Community","Community","ACTIVE","Private","Groundwater",1500,0,0,1500,NA,352,0,0,0,352,"Small Community","8/20/2015","LOS MOLINOS","#N/A","Distribution Operator Level 2",9428,8797,7182,8051,30512
"TEHAMA",2015,"CA5210003","MCL,  AVERAGE","DISTRICT 21 - VALLEY",1,"LOS MOLINOS COMM. SERVICES DIST.","Community","Community","ACTIVE","Private","Groundwater",1500,0,0,1500,NA,352,0,0,0,352,"Small Community","8/20/2015","LOS MOLINOS","#N/A","Distribution Operator Level 2",9428,8797,7182,8051,30512
"TEHAMA",2015,"CA5210003","MCL,  AVERAGE","DISTRICT 21 - VALLEY",7,"LOS MOLINOS COMM. SERVICES DIST.","Community","Community","ACTIVE","Private","Groundwater",1500,0,0,1500,NA,352,0,0,0,352,"Small Community","8/20/2015","LOS MOLINOS","#N/A","Distribution Operator Level 2",9428,8797,7182,8051,30512
"TEHAMA",2015,"CA5210003","MCL,  AVERAGE","DISTRICT 21 - VALLEY",10,"LOS MOLINOS COMM. SERVICES DIST.","Community","Community","ACTIVE","Private","Groundwater",1500,0,0,1500,NA,352,0,0,0,352,"Small Community","8/20/2015","LOS MOLINOS","#N/A","Distribution Operator Level 2",9428,8797,7182,8051,30512
"TEHAMA",2016,"CA5200550","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",1,"NEW ORCHARD MOBILE HOME PARK LLC","Community","Community","ACTIVE","Private","Groundwater",125,0,0,125,NA,50,0,0,0,50,"Small Community","2/16/2017","LOS MOLINOS","#N/A","Distribution Operator Level 1",9383,8682,7383,8389,30261
"TEHAMA",2016,"CA5200550","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",10,"NEW ORCHARD MOBILE HOME PARK LLC","Community","Community","ACTIVE","Private","Groundwater",125,0,0,125,NA,50,0,0,0,50,"Small Community","2/16/2017","LOS MOLINOS","#N/A","Distribution Operator Level 1",9383,8682,7383,8389,30261
"TEHAMA",2016,"CA5201137","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",1,"MILLSTREAM MOBILE HOME PARK","Community","Community","ACTIVE","Private","Groundwater",80,0,0,80,NA,53,0,0,0,53,"Small Community","10/28/2015","LOS MOLINOS","#N/A","Distribution Operator Level 1",9383,8682,7383,8389,30261
"TEHAMA",2016,"CA5201137","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",1,"MILLSTREAM MOBILE HOME PARK","Community","Community","ACTIVE","Private","Groundwater",80,0,0,80,NA,53,0,0,0,53,"Small Community","10/28/2015","LOS MOLINOS","#N/A","Distribution Operator Level 1",9383,8682,7383,8389,30261
"TEHAMA",2016,"CA5201137","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",10,"MILLSTREAM MOBILE HOME PARK","Community","Community","ACTIVE","Private","Groundwater",80,0,0,80,NA,53,0,0,0,53,"Small Community","10/28/2015","LOS MOLINOS","#N/A","Distribution Operator Level 1",9383,8682,7383,8389,30261
"TEHAMA",2016,"CA5201137","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",10,"MILLSTREAM MOBILE HOME PARK","Community","Community","ACTIVE","Private","Groundwater",80,0,0,80,NA,53,0,0,0,53,"Small Community","10/28/2015","LOS MOLINOS","#N/A","Distribution Operator Level 1",9383,8682,7383,8389,30261
"TEHAMA",2016,"CA5210003","MCL,  AVERAGE","DISTRICT 21 - VALLEY",7,"LOS MOLINOS COMM. SERVICES DIST.","Community","Community","ACTIVE","Private","Groundwater",1500,0,0,1500,NA,352,0,0,0,352,"Small Community","8/20/2015","LOS MOLINOS","#N/A","Distribution Operator Level 2",9383,8682,7383,8389,30261
"TEHAMA",2016,"CA5210003","MCL,  AVERAGE","DISTRICT 21 - VALLEY",10,"LOS MOLINOS COMM. SERVICES DIST.","Community","Community","ACTIVE","Private","Groundwater",1500,0,0,1500,NA,352,0,0,0,352,"Small Community","8/20/2015","LOS MOLINOS","#N/A","Distribution Operator Level 2",9383,8682,7383,8389,30261
"TEHAMA",2017,"CA5200550","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",1,"NEW ORCHARD MOBILE HOME PARK LLC","Community","Community","ACTIVE","Private","Groundwater",125,0,0,125,NA,50,0,0,0,50,"Small Community","2/16/2017","LOS MOLINOS","#N/A","Distribution Operator Level 1",9352,8608,7625,8668,30060
"TEHAMA",2017,"CA5201137","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",1,"MILLSTREAM MOBILE HOME PARK","Community","Community","ACTIVE","Private","Groundwater",80,0,0,80,NA,53,0,0,0,53,"Small Community","10/28/2015","LOS MOLINOS","#N/A","Distribution Operator Level 1",9352,8608,7625,8668,30060
"TEHAMA",2017,"CA5201137","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",1,"MILLSTREAM MOBILE HOME PARK","Community","Community","ACTIVE","Private","Groundwater",80,0,0,80,NA,53,0,0,0,53,"Small Community","10/28/2015","LOS MOLINOS","#N/A","Distribution Operator Level 1",9352,8608,7625,8668,30060
"TEHAMA",2017,"CA5210003","MCL,  AVERAGE","DISTRICT 21 - VALLEY",1,"LOS MOLINOS COMM. SERVICES DIST.","Community","Community","ACTIVE","Private","Groundwater",1500,0,0,1500,NA,352,0,0,0,352,"Small Community","8/20/2015","LOS MOLINOS","#N/A","Distribution Operator Level 2",9352,8608,7625,8668,30060
"TEHAMA",2017,"CA5210003","MCL,  AVERAGE","DISTRICT 21 - VALLEY",4,"LOS MOLINOS COMM. SERVICES DIST.","Community","Community","ACTIVE","Private","Groundwater",1500,0,0,1500,NA,352,0,0,0,352,"Small Community","8/20/2015","LOS MOLINOS","#N/A","Distribution Operator Level 2",9352,8608,7625,8668,30060
"TEHAMA",2017,"CA5210003","MCL,  AVERAGE","DISTRICT 21 - VALLEY",10,"LOS MOLINOS COMM. SERVICES DIST.","Community","Community","ACTIVE","Private","Groundwater",1500,0,0,1500,NA,352,0,0,0,352,"Small Community","8/20/2015","LOS MOLINOS","#N/A","Distribution Operator Level 2",9352,8608,7625,8668,30060
"TEHAMA",2018,"CA5200550","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",7,"NEW ORCHARD MOBILE HOME PARK LLC","Community","Community","ACTIVE","Private","Groundwater",125,0,0,125,NA,50,0,0,0,50,"Small Community","2/16/2017","LOS MOLINOS","#N/A","Distribution Operator Level 1",9333,8637,7901,8840,29834
"TEHAMA",2018,"CA5201137","MCL, SINGLE SAMPLE","LPA82 - TEHAMA COUNTY",7,"MILLSTREAM MOBILE HOME PARK","Community","Community","ACTIVE","Private","Groundwater",80,0,0,80,NA,53,0,0,0,53,"Small Community","10/28/2015","LOS MOLINOS","#N/A","Distribution Operator Level 1",9333,8637,7901,8840,29834
"TULARE",2012,"CA5400558","MCL,  AVERAGE","DISTRICT 24 - TULARE",10,"SAUCELITO ELEMENTARY SCHOOL","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Local","Groundwater",NA,98,0,98,NA,7,0,0,0,7,"NonTransient-NonCommunity Water System","8/12/2016","TERRA BELLA","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400558","MCL,  AVERAGE","DISTRICT 24 - TULARE",10,"SAUCELITO ELEMENTARY SCHOOL","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Local","Groundwater",NA,98,0,98,NA,7,0,0,0,7,"NonTransient-NonCommunity Water System","8/12/2016","TERRA BELLA","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400558","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",10,"SAUCELITO ELEMENTARY SCHOOL","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Local","Groundwater",NA,98,0,98,NA,7,0,0,0,7,"NonTransient-NonCommunity Water System","8/12/2016","TERRA BELLA","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400558","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",10,"SAUCELITO ELEMENTARY SCHOOL","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Local","Groundwater",NA,98,0,98,NA,7,0,0,0,7,"NonTransient-NonCommunity Water System","8/12/2016","TERRA BELLA","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400616","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",1,"LEMON COVE WATER CO","Community","Community","ACTIVE","Local","Groundwater",109,0,0,109,NA,60,0,0,0,60,"Disadvantaged Small Community Water System","11/24/2015","LEMON COVE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400616","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",1,"LEMON COVE WATER CO","Community","Community","ACTIVE","Local","Groundwater",109,0,0,109,NA,60,0,0,0,60,"Disadvantaged Small Community Water System","11/24/2015","LEMON COVE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400616","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",4,"LEMON COVE WATER CO","Community","Community","ACTIVE","Local","Groundwater",109,0,0,109,NA,60,0,0,0,60,"Disadvantaged Small Community Water System","11/24/2015","LEMON COVE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400616","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",4,"LEMON COVE WATER CO","Community","Community","ACTIVE","Local","Groundwater",109,0,0,109,NA,60,0,0,0,60,"Disadvantaged Small Community Water System","11/24/2015","LEMON COVE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400616","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",7,"LEMON COVE WATER CO","Community","Community","ACTIVE","Local","Groundwater",109,0,0,109,NA,60,0,0,0,60,"Disadvantaged Small Community Water System","11/24/2015","LEMON COVE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400616","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",7,"LEMON COVE WATER CO","Community","Community","ACTIVE","Local","Groundwater",109,0,0,109,NA,60,0,0,0,60,"Disadvantaged Small Community Water System","11/24/2015","LEMON COVE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400616","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",10,"LEMON COVE WATER CO","Community","Community","ACTIVE","Local","Groundwater",109,0,0,109,NA,60,0,0,0,60,"Disadvantaged Small Community Water System","11/24/2015","LEMON COVE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400616","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",10,"LEMON COVE WATER CO","Community","Community","ACTIVE","Local","Groundwater",109,0,0,109,NA,60,0,0,0,60,"Disadvantaged Small Community Water System","11/24/2015","LEMON COVE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400651","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",1,"BEVERLY GRAND MUTUAL WATER","Community","Community","ACTIVE","Private","Groundwater",108,0,0,108,NA,28,0,0,0,28,"Small Community","11/13/2015","PORTERVILLE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400651","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",1,"BEVERLY GRAND MUTUAL WATER","Community","Community","ACTIVE","Private","Groundwater",108,0,0,108,NA,28,0,0,0,28,"Small Community","11/13/2015","PORTERVILLE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400651","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",4,"BEVERLY GRAND MUTUAL WATER","Community","Community","ACTIVE","Private","Groundwater",108,0,0,108,NA,28,0,0,0,28,"Small Community","11/13/2015","PORTERVILLE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400651","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",4,"BEVERLY GRAND MUTUAL WATER","Community","Community","ACTIVE","Private","Groundwater",108,0,0,108,NA,28,0,0,0,28,"Small Community","11/13/2015","PORTERVILLE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400651","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",7,"BEVERLY GRAND MUTUAL WATER","Community","Community","ACTIVE","Private","Groundwater",108,0,0,108,NA,28,0,0,0,28,"Small Community","11/13/2015","PORTERVILLE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400651","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",7,"BEVERLY GRAND MUTUAL WATER","Community","Community","ACTIVE","Private","Groundwater",108,0,0,108,NA,28,0,0,0,28,"Small Community","11/13/2015","PORTERVILLE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400651","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",10,"BEVERLY GRAND MUTUAL WATER","Community","Community","ACTIVE","Private","Groundwater",108,0,0,108,NA,28,0,0,0,28,"Small Community","11/13/2015","PORTERVILLE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400651","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",10,"BEVERLY GRAND MUTUAL WATER","Community","Community","ACTIVE","Private","Groundwater",108,0,0,108,NA,28,0,0,0,28,"Small Community","11/13/2015","PORTERVILLE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400665","MCL,  AVERAGE","DISTRICT 12 - VISALIA",1,"DEL ORO RIVER ISLAND SERV TERR #1","Community","Community","ACTIVE","Private","Groundwater",1580,0,0,1580,NA,442,0,0,0,442,"Small Community","9/2/2015","PORTERVILLE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400665","MCL,  AVERAGE","DISTRICT 12 - VISALIA",4,"DEL ORO RIVER ISLAND SERV TERR #1","Community","Community","ACTIVE","Private","Groundwater",1580,0,0,1580,NA,442,0,0,0,442,"Small Community","9/2/2015","PORTERVILLE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400665","MCL,  AVERAGE","DISTRICT 12 - VISALIA",7,"DEL ORO RIVER ISLAND SERV TERR #1","Community","Community","ACTIVE","Private","Groundwater",1580,0,0,1580,NA,442,0,0,0,442,"Small Community","9/2/2015","PORTERVILLE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400665","MCL,  AVERAGE","DISTRICT 12 - VISALIA",10,"DEL ORO RIVER ISLAND SERV TERR #1","Community","Community","ACTIVE","Private","Groundwater",1580,0,0,1580,NA,442,0,0,0,442,"Small Community","9/2/2015","PORTERVILLE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400682","MCL,  AVERAGE","DISTRICT 12 - VISALIA",7,"PLAINVIEW MWC - CENTRAL WATER","Community","Community","ACTIVE","Private","Groundwater",138,0,0,138,NA,42,0,0,0,42,"Small Community","9/23/2016","PLAINVIEW","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400682","MCL,  AVERAGE","DISTRICT 12 - VISALIA",7,"PLAINVIEW MWC - CENTRAL WATER","Community","Community","ACTIVE","Private","Groundwater",138,0,0,138,NA,42,0,0,0,42,"Small Community","9/23/2016","PLAINVIEW","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
